"","Zuzanna","Julia","Lena","Maja","Hanna","Zofia","Amelia","Alicja","Aleksandra","Natalia","Oliwia","Maria","Wiktoria","Emilia","Antonina","Laura","Anna","Nadia","Pola","Liliana","Nikola","Gabriela"
"294",0,0,83,7,65,100,155,1,0,0,0,0,71,0,44,10,8,0,0,1,0,0
"295",0,0,82,28,79,100,203,0,0,0,0,0,39,0,29,50,7,0,0,1,0,0
"296",0,0,71,70,76,100,226,3,0,0,0,0,78,0,24,46,8,0,0,1,0,0
"297",0,0,67,31,37,88,118,0,0,0,0,0,67,70,42,26,2,0,0,0,0,0
"298",0,0,88,26,81,100,206,1,0,0,0,0,89,0,67,33,8,0,0,1,0,0
"299",0,0,80,18,91,100,10,1,0,0,0,0,33,0,0,1,8,0,0,1,0,0
"300",0,0,85,2,62,100,128,5,0,0,0,0,75,0,61,19,8,0,0,1,0,0
"301",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"302",0,0,83,30,80,100,83,1,0,0,0,0,75,0,29,11,8,0,0,1,0,0
"303",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"304",0,0,85,34,223,100,387,0,0,0,0,0,60,0,0,11,8,0,0,1,0,0
"305",0,0,90,3,94,100,190,1,0,0,0,0,67,0,27,15,8,0,0,1,0,0
"306",0,0,69,73,79,100,234,0,0,0,0,0,83,0,37,46,8,0,0,1,0,0
"307",0,0,77,10,86,67,157,0,0,0,0,0,100,21,67,3,6,0,0,0,0,0
"308",0,0,71,23,113,100,308,1,0,0,0,0,59,0,34,32,8,0,0,1,0,0
"309",0,0,55,22,51,76,106,1,0,0,0,0,67,2,57,22,2,0,0,0,0,0
"310",0,0,66,30,87,95,240,2,0,0,0,0,89,4,43,22,5,0,0,0,0,0
"311",0,0,82,0,45,100,115,0,0,0,0,0,50,0,63,16,8,0,0,1,0,0
"312",0,0,73,33,126,93,336,4,0,0,0,0,82,44,74,27,5,0,0,0,0,0
"313",0,0,68,85,54,87,106,1,0,0,0,0,100,51,65,31,2,0,0,0,0,0
"314",0,0,61,63,86,88,148,4,0,0,0,0,100,16,71,24,2,0,0,0,0,0
"315",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"316",0,0,72,51,69,100,334,2,0,0,0,0,50,0,15,59,8,0,0,1,0,0
"317",0,0,84,22,92,100,304,2,0,0,0,0,86,0,40,30,8,0,0,1,0,0
"318",0,0,63,91,61,88,285,4,0,0,0,0,100,44,63,16,6,0,0,0,0,0
"319",0,0,71,26,76,86,383,1,0,0,0,0,67,11,29,24,4,0,0,0,0,0
"320",0,0,77,29,82,95,170,1,0,0,0,0,63,27,30,37,5,0,0,0,0,0
"321",0,0,59,43,72,94,183,1,0,0,0,0,63,4,37,35,6,0,0,0,0,0
"322",0,0,73,50,90,87,147,0,0,0,0,0,88,15,27,15,2,0,0,0,0,0
"323",0,0,66,93,100,65,287,1,0,0,0,0,100,21,45,20,5,0,0,0,0,0
"324",0,0,74,12,91,97,306,2,0,0,0,0,67,60,26,37,6,0,0,0,0,0
"325",0,0,88,11,92,100,161,0,0,0,0,0,43,0,40,25,8,0,0,1,0,0
"326",0,0,62,103,60,100,197,1,0,0,0,0,100,0,44,54,8,0,0,1,0,0
"327",0,0,75,17,97,100,176,0,0,0,0,0,67,0,21,34,8,0,0,1,0,0
"328",0,0,66,89,34,100,59,5,0,0,0,0,100,0,75,4,8,0,0,1,0,0
"329",0,0,73,19,62,89,158,0,0,0,0,0,80,13,37,19,2,0,0,0,0,0
"330",0,0,76,1,135,92,308,0,0,0,0,0,33,18,31,13,2,0,0,0,0,0
"331",0,0,89,17,116,100,243,0,0,0,0,0,100,0,17,6,8,0,0,1,0,0
"332",0,0,84,9,117,100,0,0,0,0,0,0,73,0,53,58,8,1,0,1,0,0
"333",0,0,74,59,49,100,108,0,0,0,0,0,67,0,32,19,8,0,0,1,0,0
"334",0,0,90,3,154,100,451,0,0,0,0,0,50,0,33,12,8,0,0,1,0,0
"335",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"336",0,0,84,7,134,96,394,1,0,0,0,0,73,16,56,27,6,0,0,0,0,0
"337",0,0,62,48,62,86,113,0,0,0,0,0,75,5,38,21,2,0,0,0,0,0
"338",0,0,65,87,101,92,176,3,0,0,0,0,92,14,28,36,6,0,0,0,0,0
"339",0,0,59,85,38,100,168,1,0,0,0,0,94,0,38,21,8,0,0,1,0,0
"340",0,0,85,3,79,100,143,2,0,0,0,0,50,0,15,27,8,0,0,1,0,0
"341",0,0,64,51,69,83,149,1,0,0,0,0,100,9,25,25,3,0,0,0,0,0
"342",0,0,72,22,97,100,280,1,0,0,0,0,44,0,20,11,8,0,0,1,0,0
"343",0,0,71,17,66,96,114,0,0,0,0,0,50,1,41,46,6,0,0,0,0,0
"344",0,0,68,13,114,60,322,0,0,0,0,0,100,4,30,10,5,0,0,0,0,0
"345",0,0,77,10,59,93,179,2,0,0,0,0,45,59,56,45,6,0,0,0,0,0
"346",0,0,57,59,73,79,183,4,0,0,0,0,82,2,29,24,6,0,0,0,0,0
"347",0,0,89,9,87,100,151,0,0,0,0,0,60,0,50,14,8,0,0,1,0,0
"348",0,0,85,5,49,100,190,1,0,0,0,0,57,0,30,10,8,0,0,1,0,0
"349",0,0,75,21,59,100,209,3,0,0,0,0,89,0,29,28,8,0,0,1,0,0
"350",0,0,82,31,158,100,231,1,0,0,0,0,56,0,24,17,8,0,0,1,0,0
"351",0,0,60,35,57,96,163,8,0,0,0,0,47,22,44,47,5,0,0,0,0,0
"352",0,0,62,71,67,86,159,2,0,0,0,0,83,3,36,18,6,0,0,0,0,0
"353",0,0,73,46,23,100,59,0,0,0,0,0,63,0,8,13,8,0,0,1,0,0
"354",0,0,62,29,99,70,282,0,0,0,0,0,45,18,26,31,3,0,0,0,0,0
"355",0,0,68,0,16,67,21,0,0,0,0,0,67,3,67,3,6,0,0,0,0,0
"356",0,0,73,82,166,89,376,0,0,0,0,0,100,30,32,19,4,0,0,0,0,0
"357",0,0,60,11,115,63,305,4,0,0,0,0,73,5,21,19,3,0,0,0,0,0
"358",0,0,84,3,152,100,332,2,0,0,0,0,39,0,29,35,8,0,0,1,0,0
"359",0,0,56,0,34,100,69,4,0,1,0,0,100,0,100,3,8,0,0,1,0,0
"360",0,0,87,25,102,100,0,0,0,0,0,0,50,0,54,13,8,1,0,1,0,0
"361",0,0,75,7,162,84,328,0,0,0,0,0,45,3,0,19,6,0,0,0,0,0
"362",0,0,54,72,99,84,375,2,0,0,0,0,64,1,45,44,6,0,0,0,0,0
"363",0,0,54,14,97,56,209,0,0,0,0,0,33,23,7,27,2,0,0,0,0,0
"364",0,0,68,73,73,90,178,0,0,0,0,0,86,23,52,30,6,0,0,0,0,0
"365",0,0,80,51,221,100,393,0,0,0,0,0,100,0,0,8,8,0,0,1,0,0
"366",0,0,71,24,64,88,145,0,0,0,0,0,67,36,53,17,2,0,0,0,0,0
"367",0,0,85,28,81,100,407,1,0,0,0,0,67,0,43,19,8,0,0,1,0,0
"368",0,0,70,0,12,100,23,1,0,0,0,0,67,0,67,3,8,0,0,1,0,0
"369",0,0,80,2,103,92,322,0,0,0,0,0,33,21,12,26,5,0,0,0,0,0
"370",0,0,60,67,17,100,28,3,0,0,0,0,75,0,38,13,8,0,0,1,0,0
"371",0,0,67,93,60,100,279,2,0,0,0,0,100,0,43,36,8,0,0,1,0,0
"372",0,0,40,106,64,29,177,8,0,0,0,0,100,2,53,17,2,0,0,0,0,0
"373",0,0,85,6,74,100,178,0,0,0,0,0,55,0,25,20,8,0,0,1,0,0
"374",0,0,71,71,94,95,189,2,0,0,0,0,38,50,41,22,6,0,0,0,0,0
"375",0,0,54,38,22,100,87,5,0,0,0,0,79,0,24,34,8,0,0,1,0,0
"376",0,0,61,43,86,98,279,1,0,0,0,0,60,69,30,23,6,0,0,0,0,0
"377",0,0,65,65,66,92,185,1,0,0,0,0,63,60,17,12,3,0,0,0,0,0
"378",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"379",0,0,57,93,78,67,240,0,0,0,0,0,86,2,67,18,5,0,0,0,0,0
"380",0,0,63,7,56,92,158,0,0,0,0,0,29,2,24,16,6,0,0,0,0,0
"381",0,0,86,16,80,100,191,2,0,0,0,0,50,0,50,26,8,0,0,1,0,0
"382",0,0,73,25,31,91,43,1,0,0,0,0,67,67,18,8,4,0,0,0,0,0
"383",0,0,83,8,92,100,242,2,0,0,0,0,36,0,11,36,8,0,0,1,0,0
"384",0,0,79,19,111,97,304,2,0,0,0,0,59,51,13,31,6,0,0,0,0,0
"385",0,0,62,63,48,94,134,1,0,0,0,0,88,0,63,19,6,0,0,0,0,0
"386",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"387",0,0,72,24,128,94,280,0,0,0,0,0,57,0,56,18,6,0,0,1,0,0
"388",0,0,84,14,48,100,128,1,0,0,0,0,64,0,30,23,8,0,0,1,0,0
"389",0,0,79,25,179,100,199,3,0,0,0,0,38,0,26,27,8,0,0,1,0,0
"390",0,0,56,73,19,88,41,2,0,0,0,0,80,8,50,8,6,0,0,0,0,0
"391",0,0,63,77,79,85,204,2,0,0,0,0,70,38,73,26,2,0,0,0,0,0
"392",0,0,75,49,24,100,44,0,0,0,0,0,83,0,56,9,8,0,0,1,0,0
"393",0,0,65,23,37,93,167,3,0,0,0,0,85,17,21,14,3,0,0,0,0,0
"394",0,0,78,41,70,100,155,1,0,0,0,0,63,0,20,20,8,0,0,1,0,0
"395",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"396",0,0,20,0,17,100,17,0,1,1,0,0,0,0,100,1,8,0,1,1,0,0
"397",0,0,77,36,74,97,197,1,0,0,0,0,71,24,28,29,6,0,0,0,0,0
"398",0,0,47,91,43,71,147,0,0,0,0,0,91,6,59,18,3,0,0,0,0,0
"399",0,0,64,57,70,78,179,1,0,0,0,0,75,1,50,18,6,0,0,0,0,0
"400",0,0,82,12,87,100,139,2,0,0,0,0,44,0,27,22,8,0,0,1,0,0
"401",0,0,75,28,105,96,386,0,0,0,0,0,77,70,48,27,6,0,0,0,0,0
"402",0,0,65,71,67,60,170,0,0,0,0,0,71,38,40,15,5,0,0,0,0,0
"403",0,0,84,18,99,93,179,0,0,0,0,0,63,28,33,15,6,0,0,0,0,0
"404",0,0,64,71,102,94,224,0,0,0,0,0,56,1,11,9,6,0,0,0,0,0
"405",0,0,85,6,59,100,139,0,0,0,0,0,71,0,0,12,8,0,0,1,0,0
"406",0,0,63,54,112,68,309,1,0,0,0,0,67,7,16,19,4,0,0,0,0,0
"407",0,0,76,40,89,100,182,3,0,0,0,0,50,0,27,44,8,0,0,1,0,0
"408",0,0,68,40,91,95,0,1,0,0,0,0,78,4,45,0,6,1,0,0,0,0
"409",0,0,70,44,65,96,116,2,0,0,0,0,92,37,52,27,6,0,0,0,0,0
"410",0,0,69,46,112,85,400,0,0,0,0,0,83,42,54,13,2,0,0,0,0,0
"411",0,0,83,5,40,100,97,0,0,0,0,0,63,0,36,11,8,0,0,1,0,0
"412",0,0,61,56,19,89,40,5,0,0,0,0,100,38,56,9,6,0,0,0,0,0
"413",0,0,87,14,127,100,348,3,0,0,0,0,50,0,27,26,8,0,0,1,0,0
"414",0,0,57,53,36,90,86,3,0,0,0,0,76,23,28,29,6,0,0,0,0,0
"415",0,0,89,0,72,96,148,0,0,0,0,0,12,34,13,24,5,0,0,0,0,0
"416",0,0,61,20,45,74,83,2,0,0,0,0,40,10,26,20,6,0,0,0,0,0
"417",0,0,84,1,109,100,380,1,0,0,0,0,27,0,4,24,8,0,0,1,0,0
"418",0,0,91,1,101,100,303,0,0,0,0,0,57,0,36,12,8,0,0,1,0,0
"419",0,0,57,29,95,28,146,7,0,0,0,0,43,15,33,6,2,0,0,0,0,0
"420",0,0,74,3,85,93,211,2,0,0,0,0,60,8,44,45,5,0,0,0,0,0
"421",0,0,57,103,15,80,319,1,0,0,0,0,80,17,20,18,5,0,0,0,0,0
"422",0,0,81,39,101,100,174,2,0,0,0,0,100,0,78,9,8,0,0,1,0,0
"423",0,0,75,63,49,100,81,1,0,0,0,0,100,0,58,12,8,0,0,1,0,0
"424",0,0,79,67,81,100,289,0,0,0,0,0,50,0,32,20,8,0,0,1,0,0
"425",0,0,87,0,124,100,408,0,0,0,0,0,33,0,17,24,8,0,0,1,0,0
"426",0,0,69,77,115,90,141,0,0,0,0,0,100,31,80,26,4,0,0,0,0,0
"427",0,0,69,0,85,100,153,1,0,1,0,0,100,0,100,3,8,0,0,1,0,0
"428",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"429",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"430",0,0,59,40,99,81,192,1,0,0,0,0,57,4,19,26,2,0,0,0,0,0
"431",0,0,81,0,117,100,297,0,0,1,0,0,100,0,40,5,8,0,0,1,0,0
"432",0,0,79,0,95,100,171,0,0,1,0,0,100,0,67,6,8,0,0,1,0,0
"433",0,0,57,61,92,67,323,2,0,0,0,0,63,4,27,15,3,0,0,0,0,0
"434",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"435",0,0,65,36,26,95,54,4,0,0,0,0,47,29,27,22,6,0,0,0,0,0
"436",0,0,68,45,74,97,178,1,0,0,0,0,50,0,23,30,6,0,0,1,0,0
"437",0,0,80,22,58,100,144,0,0,0,0,0,67,0,21,19,8,0,0,1,0,0
"438",0,0,79,0,81,100,168,1,0,0,0,0,57,0,44,18,8,0,0,1,0,0
"439",0,0,84,3,149,100,307,0,0,0,0,0,42,0,20,46,8,0,0,1,0,0
"440",0,0,63,8,69,73,186,3,0,0,0,0,63,13,50,30,2,0,0,0,0,0
"441",0,0,86,11,75,100,176,0,0,0,0,0,60,0,26,19,8,0,0,1,0,0
"442",0,0,54,79,22,83,35,2,0,0,0,0,100,6,67,6,6,0,0,0,0,0
"443",0,0,83,12,105,100,350,3,0,0,0,0,80,0,60,40,8,0,0,1,0,0
"444",0,0,84,12,118,95,447,1,0,0,0,0,75,14,40,20,6,0,0,0,0,0
"445",0,0,68,34,58,100,119,1,0,0,0,0,65,0,14,38,8,0,0,1,0,0
"446",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"447",0,0,66,0,81,71,145,0,0,0,0,0,60,15,36,14,2,0,0,0,0,0
"448",0,0,80,25,128,100,270,0,0,0,0,0,77,0,38,32,8,0,0,1,0,0
"449",0,0,76,43,122,100,261,1,0,0,0,0,70,0,44,18,8,0,0,1,0,0
"450",0,0,67,2,76,97,183,2,0,0,0,0,36,2,16,41,3,0,0,0,0,0
"451",0,0,58,81,124,93,227,0,0,0,0,0,82,28,14,29,6,0,0,0,0,0
"452",0,0,61,65,63,78,118,3,0,0,0,0,88,14,41,27,5,0,0,0,0,0
"453",0,0,62,25,31,78,80,3,0,0,0,0,86,59,22,9,2,0,0,0,0,0
"454",0,0,64,36,123,64,258,2,0,0,0,0,50,5,9,11,5,0,0,0,0,0
"455",0,0,69,47,69,98,119,1,0,0,0,0,67,72,72,46,6,0,0,0,0,0
"456",0,0,66,28,93,84,470,0,0,0,0,0,36,8,20,25,5,0,0,0,0,0
"457",0,0,84,14,87,100,264,3,0,0,0,0,36,0,35,20,8,0,0,1,0,0
"458",0,0,58,11,122,54,214,0,0,0,0,0,83,2,62,13,3,0,0,0,0,0
"459",0,0,79,0,138,100,138,0,0,1,0,0,100,0,100,1,8,0,0,1,0,0
"460",0,0,63,28,63,55,227,1,0,0,0,0,73,20,20,31,4,0,0,0,0,0
"461",0,0,76,93,94,95,179,0,0,0,0,0,100,61,64,22,6,0,0,0,0,0
"462",0,0,63,67,57,82,285,4,0,0,0,0,82,21,35,23,6,0,0,0,0,0
"463",0,0,71,44,43,93,0,2,0,0,0,0,75,44,53,15,6,1,0,0,0,0
"464",0,0,65,56,49,100,115,1,0,0,0,0,82,0,30,21,8,0,0,1,0,0
"465",0,0,64,52,37,100,179,5,0,0,0,0,73,0,40,22,8,0,0,1,0,0
"466",0,0,78,20,103,100,233,0,0,0,0,0,56,0,38,42,8,0,0,1,0,0
"467",0,0,70,23,51,98,108,0,0,0,0,0,50,10,65,49,6,0,0,0,0,0
"468",0,0,75,33,71,100,151,0,0,0,0,0,70,0,15,10,8,0,0,1,0,0
"469",0,0,66,67,63,100,167,0,0,0,0,0,82,0,55,42,8,0,0,1,0,0
"470",0,0,75,46,48,100,129,0,0,0,0,0,80,0,61,23,8,0,0,1,0,0
"471",0,0,68,75,69,90,207,0,0,0,0,0,80,8,33,21,2,0,0,0,0,0
"472",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"473",0,0,78,63,112,60,198,0,0,0,0,0,80,12,20,11,6,0,0,0,0,0
"474",0,0,63,12,51,88,0,3,0,0,0,0,56,1,50,16,2,1,0,0,0,0
"475",0,0,74,23,101,89,310,0,0,0,0,0,71,14,67,9,5,0,0,0,0,0
"476",0,0,85,4,96,100,271,1,0,0,0,0,25,0,19,26,8,0,0,1,0,0
"477",0,0,72,84,43,100,79,3,0,0,0,0,80,0,54,13,8,0,0,1,0,0
"478",0,0,71,3,125,81,325,0,0,0,0,0,86,2,69,16,5,0,0,0,0,0
"479",0,0,66,1,70,78,198,2,0,0,0,0,39,5,50,40,5,0,0,0,0,0
"480",0,0,58,36,146,83,470,0,0,0,0,0,75,1,0,6,2,0,0,0,0,0
"481",0,0,75,34,36,100,205,1,0,0,0,0,67,0,0,7,8,0,0,1,0,0
"482",0,0,72,60,60,100,178,3,0,0,0,0,89,0,43,48,8,0,0,1,0,0
"483",0,0,77,3,144,96,311,0,0,0,0,0,17,47,29,44,2,0,0,0,0,0
"484",0,0,59,76,73,50,117,0,0,0,0,0,80,17,50,8,2,0,0,0,0,0
"485",0,0,79,2,92,97,288,2,0,0,0,0,32,7,24,37,6,0,0,0,0,0
"486",0,0,70,44,102,100,418,1,0,0,0,0,77,0,21,19,8,0,0,1,0,0
"487",0,0,79,40,122,100,192,3,0,0,0,0,75,0,20,5,8,0,0,1,0,0
"488",0,0,74,6,102,88,205,1,0,0,0,0,63,5,15,41,4,0,0,0,0,0
"489",0,0,73,0,43,95,84,0,0,0,0,0,50,12,33,21,6,0,0,0,0,0
"490",0,0,69,22,40,94,99,0,0,0,0,0,100,8,19,17,6,0,0,0,0,0
"491",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"492",0,0,72,58,46,100,0,0,0,0,0,0,67,0,50,10,8,1,0,1,0,0
"493",0,0,69,97,62,92,165,1,0,0,0,0,100,75,58,12,6,0,0,0,0,0
"494",0,0,69,76,31,100,60,1,0,0,0,0,69,0,13,16,8,0,0,1,0,0
"495",0,0,84,3,70,96,128,0,0,0,0,0,33,25,14,28,6,0,0,0,0,0
"496",0,0,79,14,111,100,141,2,0,0,0,0,78,0,33,14,8,0,0,1,0,0
"497",0,0,70,53,139,97,433,0,0,0,0,0,60,79,26,35,6,0,0,0,0,0
"498",0,0,63,76,92,85,316,1,0,0,0,0,74,31,30,27,6,0,0,0,0,0
"499",0,0,68,0,87,75,220,4,0,0,0,0,40,36,75,16,2,0,0,0,0,0
"500",0,0,71,18,81,87,157,0,0,0,0,0,33,7,27,15,6,0,0,0,0,0
"501",0,0,63,67,58,91,152,4,0,0,0,0,91,71,44,32,6,0,0,0,0,0
"502",0,0,71,43,71,92,206,3,0,0,0,0,64,35,42,26,6,0,0,0,0,0
"503",0,0,59,59,147,89,255,1,0,0,0,0,100,1,42,19,2,0,0,0,0,0
"504",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"505",0,0,62,3,48,33,86,3,0,0,0,0,100,41,67,3,2,0,0,0,0,0
"506",0,0,69,63,73,100,146,2,0,0,0,0,83,0,29,31,8,0,0,1,0,0
"507",0,0,70,19,56,100,212,4,0,0,0,0,75,0,36,36,8,0,0,1,0,0
"508",0,0,73,28,15,100,39,0,0,0,0,0,100,0,33,9,8,0,0,1,0,0
"509",0,0,62,50,61,82,146,2,0,0,0,0,100,18,55,12,6,0,0,0,0,0
"510",0,0,73,0,68,89,89,0,0,0,0,0,83,28,28,9,5,0,0,0,0,0
"511",0,0,61,31,96,79,173,0,0,0,0,0,80,3,21,19,5,0,0,0,0,0
"512",0,0,63,15,80,83,262,0,0,0,0,0,83,1,4,23,6,0,0,0,0,0
"513",0,0,85,10,100,100,288,0,0,0,0,0,50,0,24,25,8,0,0,1,0,0
"514",0,0,76,13,49,100,132,1,0,0,0,0,50,0,40,15,8,0,0,1,0,0
"515",0,0,81,4,70,100,216,0,0,0,0,0,56,0,22,22,8,0,0,1,0,0
"516",0,0,79,24,69,100,192,1,0,0,0,0,78,0,28,18,8,0,0,1,0,0
"517",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"518",0,0,66,55,65,94,0,2,0,0,0,0,100,33,69,0,2,1,0,0,0,0
"519",0,0,75,0,61,73,138,0,0,0,0,0,50,13,18,11,5,0,0,0,0,0
"520",0,0,57,34,136,82,260,1,0,0,0,0,50,2,18,11,2,0,0,0,0,0
"521",0,0,64,88,78,100,244,6,0,0,0,0,86,0,25,44,8,0,0,1,0,0
"522",0,0,63,72,28,50,141,0,0,0,0,0,100,30,0,10,6,0,0,0,0,0
"523",0,0,75,36,45,100,169,0,0,0,0,0,53,0,21,29,8,0,0,1,0,0
"524",0,0,87,5,71,100,201,2,0,0,0,0,40,0,36,19,8,0,0,1,0,0
"525",0,0,73,56,57,100,25,0,0,0,0,0,75,0,10,11,8,0,0,1,0,0
"526",0,0,71,24,60,100,276,1,0,0,0,0,57,0,46,13,8,0,0,1,0,0
"527",0,0,75,13,139,100,235,0,0,0,0,0,57,0,35,44,8,0,0,1,0,0
"528",0,0,80,0,90,95,382,0,0,0,0,0,23,69,0,21,6,0,0,0,0,0
"529",0,0,56,68,46,75,152,0,0,0,0,0,92,14,45,20,5,0,0,0,0,0
"530",0,0,87,5,104,100,324,0,0,0,0,0,14,0,0,16,8,0,0,1,0,0
"531",0,0,73,24,45,100,118,1,0,0,0,0,71,0,33,24,8,0,0,1,0,0
"532",0,0,65,26,61,79,165,1,0,0,0,0,91,2,58,22,3,0,0,0,0,0
"533",0,0,79,18,96,92,210,2,0,0,0,0,58,6,21,24,6,0,0,0,0,0
"534",0,0,86,20,98,100,0,0,0,0,0,0,38,0,9,0,8,1,0,1,0,0
"535",0,0,89,2,62,100,159,0,0,0,0,0,33,0,22,9,8,0,0,1,0,0
"536",0,0,83,15,132,100,303,2,0,0,0,0,75,0,20,15,8,0,0,1,0,0
"537",0,0,89,4,122,100,450,1,0,0,0,0,75,0,21,19,8,0,0,1,0,0
"538",0,0,75,39,42,100,80,1,0,0,0,0,50,0,53,15,8,0,0,1,0,0
"539",0,0,57,0,68,73,346,0,0,0,0,0,67,4,53,26,6,0,0,0,0,0
"540",0,0,74,9,98,97,315,2,0,0,0,0,50,2,32,31,6,0,0,0,0,0
"541",0,0,71,55,75,97,200,3,0,0,0,0,67,67,44,36,6,0,0,0,0,0
"542",0,0,69,48,76,100,211,1,0,0,0,0,29,0,17,41,8,0,0,1,0,0
"543",0,0,55,50,86,70,174,0,0,0,0,0,57,2,20,10,5,0,0,0,0,0
"544",0,0,77,0,72,100,330,0,0,0,0,0,43,0,56,16,8,0,0,1,0,0
"545",0,0,82,19,95,96,323,1,0,0,0,0,80,44,46,28,4,0,0,0,0,0
"546",0,0,74,3,53,92,198,2,0,0,0,0,43,62,33,12,2,0,0,0,0,0
"547",0,0,85,5,147,100,504,1,0,0,0,0,75,0,8,12,8,0,0,1,0,0
"548",0,0,81,25,128,98,244,4,0,0,0,0,90,0,41,56,6,0,0,1,0,0
"549",0,0,77,38,90,100,206,0,0,0,0,0,67,0,27,20,8,0,0,1,0,0
"550",0,0,56,65,54,97,120,1,0,0,0,0,69,7,54,36,6,0,0,0,0,0
"551",0,0,59,63,74,83,389,2,0,0,0,0,68,1,32,47,6,0,0,0,0,0
"552",0,0,88,14,103,100,215,0,0,0,0,0,67,0,36,14,8,0,0,1,0,0
"553",0,0,72,56,58,100,133,1,0,0,0,0,100,0,30,20,8,0,0,1,0,0
"554",0,0,56,62,61,53,177,1,0,0,0,0,88,3,53,17,2,0,0,0,0,0
"555",0,0,77,32,31,100,76,2,0,0,0,0,100,0,50,8,8,0,0,1,0,0
"556",0,0,72,5,106,100,212,0,0,0,0,0,56,0,17,18,8,0,0,1,0,0
"557",0,0,60,90,47,100,123,1,0,0,0,0,70,0,5,20,8,0,0,1,0,0
"558",0,0,57,99,57,88,342,0,0,0,0,0,100,4,82,17,6,0,0,0,0,0
"559",0,0,66,4,44,88,326,2,0,0,0,0,42,6,29,31,6,0,0,0,0,0
"560",0,0,72,11,63,86,151,1,0,0,0,0,33,7,66,44,5,0,0,0,0,0
"561",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"562",0,0,20,0,167,100,175,2,1,1,0,0,0,0,50,3,8,0,1,1,0,0
"563",0,0,73,1,88,92,215,0,0,0,0,0,50,23,38,40,6,0,0,0,0,0
"564",0,0,65,58,72,79,176,0,0,0,0,0,60,10,36,14,3,0,0,0,0,0
"565",0,0,66,33,82,96,202,0,0,0,0,0,63,0,17,26,6,0,0,0,0,0
"566",0,0,78,0,44,100,134,0,0,1,0,0,100,0,57,7,8,0,0,1,0,0
"567",0,0,70,36,59,86,192,1,0,0,0,0,50,2,36,14,5,0,0,0,0,0
"568",0,0,86,5,115,94,279,3,0,0,0,0,20,59,13,16,6,0,0,0,0,0
"569",0,0,61,26,77,86,205,3,0,0,0,0,71,3,31,37,6,0,0,0,0,0
"570",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"571",0,0,74,1,68,91,155,0,0,0,0,0,36,7,26,23,6,0,0,0,0,0
"572",0,0,80,5,75,100,232,0,0,0,0,0,55,0,38,34,8,0,0,1,0,0
"573",0,0,75,20,15,100,80,1,0,0,0,0,55,0,17,4,8,0,0,1,0,0
"574",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"575",0,0,57,72,197,89,423,0,0,0,0,0,80,2,22,9,4,0,0,0,0,0
"576",0,0,69,50,94,100,428,4,0,0,0,0,46,0,8,23,8,0,0,1,0,0
"577",0,0,80,23,136,100,410,1,0,0,0,0,44,0,13,23,8,0,0,1,0,0
"578",0,0,61,76,77,76,159,2,0,0,0,0,91,20,45,33,6,0,0,0,0,0
"579",0,0,63,3,27,83,85,0,0,0,0,0,100,4,83,7,4,0,0,0,0,0
"580",0,0,66,43,89,83,209,1,0,0,0,0,94,6,50,30,6,0,0,0,0,0
"581",0,0,86,5,79,100,167,0,0,0,0,0,67,0,37,27,8,0,0,1,0,0
"582",0,0,59,16,85,80,248,0,0,0,0,0,64,4,60,40,2,0,0,0,0,0
"583",0,0,66,80,40,100,111,3,0,0,0,0,88,0,33,9,8,0,0,1,0,0
"584",0,0,79,8,66,100,165,3,0,0,0,0,86,0,51,30,8,0,0,1,0,0
"585",0,0,65,56,84,71,186,2,0,0,0,0,75,9,14,7,5,0,0,0,0,0
"586",0,0,83,26,95,100,228,1,0,0,0,0,27,0,33,51,8,0,0,1,0,0
"587",0,0,70,50,41,100,132,3,0,0,0,0,50,0,22,23,8,0,0,1,0,0
"588",0,0,89,3,96,100,210,0,0,0,0,0,56,0,21,24,8,0,0,1,0,0
