"","Zuzanna","Lena","Maja","Hanna","Zofia","Amelia","Alicja","Aleksandra","Natalia","Wiktoria","Emilia","Antonina","Laura","Anna","Nadia","Pola","Liliana","datProb1"
"355",0,68,0,16,67,21,0,0,0,67,3,67,3,6,0,0,0,2
"356",0,73,82,166,89,376,0,0,0,100,30,32,19,4,0,0,0,1
"357",0,60,11,115,63,305,4,0,0,73,5,21,19,3,0,0,0,1
"358",0,84,3,152,100,332,2,0,0,39,0,29,35,8,0,0,1,1
"359",0,56,0,34,100,69,4,0,1,100,0,100,3,8,0,0,1,2
"360",0,87,25,102,100,0,0,0,0,50,0,54,13,8,1,0,1,2
"361",0,75,7,162,84,328,0,0,0,45,3,0,19,6,0,0,0,1
"362",0,54,72,99,84,375,2,0,0,64,1,45,44,6,0,0,0,1
"363",0,54,14,97,56,209,0,0,0,33,23,7,27,2,0,0,0,1
"364",0,68,73,73,90,178,0,0,0,86,23,52,30,6,0,0,0,2
"365",0,80,51,221,100,393,0,0,0,100,0,0,8,8,0,0,1,1
"366",0,71,24,64,88,145,0,0,0,67,36,53,17,2,0,0,0,2
"367",0,85,28,81,100,407,1,0,0,67,0,43,19,8,0,0,1,1
"368",0,70,0,12,100,23,1,0,0,67,0,67,3,8,0,0,1,2
"369",0,80,2,103,92,322,0,0,0,33,21,12,26,5,0,0,0,1
"370",0,60,67,17,100,28,3,0,0,75,0,38,13,8,0,0,1,2
"371",0,67,93,60,100,279,2,0,0,100,0,43,36,8,0,0,1,1
"372",0,40,106,64,29,177,8,0,0,100,2,53,17,2,0,0,0,2
"373",0,85,6,74,100,178,0,0,0,55,0,25,20,8,0,0,1,2
"374",0,71,71,94,95,189,2,0,0,38,50,41,22,6,0,0,0,2
"375",0,54,38,22,100,87,5,0,0,79,0,24,34,8,0,0,1,2
"376",0,61,43,86,98,279,1,0,0,60,69,30,23,6,0,0,0,1
"377",0,65,65,66,92,185,1,0,0,63,60,17,12,3,0,0,0,2
"378",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"379",0,57,93,78,67,240,0,0,0,86,2,67,18,5,0,0,0,1
"380",0,63,7,56,92,158,0,0,0,29,2,24,16,6,0,0,0,2
"381",0,86,16,80,100,191,2,0,0,50,0,50,26,8,0,0,1,2
"382",0,73,25,31,91,43,1,0,0,67,67,18,8,4,0,0,0,2
"383",0,83,8,92,100,242,2,0,0,36,0,11,36,8,0,0,1,1
"384",0,79,19,111,97,304,2,0,0,59,51,13,31,6,0,0,0,1
"385",0,62,63,48,94,134,1,0,0,88,0,63,19,6,0,0,0,2
"386",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"387",0,72,24,128,94,280,0,0,0,57,0,56,18,6,0,0,1,1
"388",0,84,14,48,100,128,1,0,0,64,0,30,23,8,0,0,1,2
"389",0,79,25,179,100,199,3,0,0,38,0,26,27,8,0,0,1,1
"390",0,56,73,19,88,41,2,0,0,80,8,50,8,6,0,0,0,2
"391",0,63,77,79,85,204,2,0,0,70,38,73,26,2,0,0,0,1
"392",0,75,49,24,100,44,0,0,0,83,0,56,9,8,0,0,1,2
"393",0,65,23,37,93,167,3,0,0,85,17,21,14,3,0,0,0,2
"394",0,78,41,70,100,155,1,0,0,63,0,20,20,8,0,0,1,2
"395",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"396",0,20,0,17,100,17,0,1,1,0,0,100,1,8,0,1,1,2
"397",0,77,36,74,97,197,1,0,0,71,24,28,29,6,0,0,0,2
"398",0,47,91,43,71,147,0,0,0,91,6,59,18,3,0,0,0,2
"399",0,64,57,70,78,179,1,0,0,75,1,50,18,6,0,0,0,2
"400",0,82,12,87,100,139,2,0,0,44,0,27,22,8,0,0,1,2
"401",0,75,28,105,96,386,0,0,0,77,70,48,27,6,0,0,0,1
"402",0,65,71,67,60,170,0,0,0,71,38,40,15,5,0,0,0,2
"403",0,84,18,99,93,179,0,0,0,63,28,33,15,6,0,0,0,2
"404",0,64,71,102,94,224,0,0,0,56,1,11,9,6,0,0,0,1
"405",0,85,6,59,100,139,0,0,0,71,0,0,12,8,0,0,1,2
"406",0,63,54,112,68,309,1,0,0,67,7,16,19,4,0,0,0,1
"407",0,76,40,89,100,182,3,0,0,50,0,27,44,8,0,0,1,2
"408",0,68,40,91,95,0,1,0,0,78,4,45,0,6,1,0,0,2
"409",0,70,44,65,96,116,2,0,0,92,37,52,27,6,0,0,0,2
"410",0,69,46,112,85,400,0,0,0,83,42,54,13,2,0,0,0,1
"411",0,83,5,40,100,97,0,0,0,63,0,36,11,8,0,0,1,2
"412",0,61,56,19,89,40,5,0,0,100,38,56,9,6,0,0,0,2
"413",0,87,14,127,100,348,3,0,0,50,0,27,26,8,0,0,1,1
"414",0,57,53,36,90,86,3,0,0,76,23,28,29,6,0,0,0,2
"415",0,89,0,72,96,148,0,0,0,12,34,13,24,5,0,0,0,2
"416",0,61,20,45,74,83,2,0,0,40,10,26,20,6,0,0,0,2
"417",0,84,1,109,100,380,1,0,0,27,0,4,24,8,0,0,1,1
"418",0,91,1,101,100,303,0,0,0,57,0,36,12,8,0,0,1,1
"419",0,57,29,95,28,146,7,0,0,43,15,33,6,2,0,0,0,2
"420",0,74,3,85,93,211,2,0,0,60,8,44,45,5,0,0,0,1
"421",0,57,103,15,80,319,1,0,0,80,17,20,18,5,0,0,0,1
"422",0,81,39,101,100,174,2,0,0,100,0,78,9,8,0,0,1,2
"423",0,75,63,49,100,81,1,0,0,100,0,58,12,8,0,0,1,2
"424",0,79,67,81,100,289,0,0,0,50,0,32,20,8,0,0,1,1
"425",0,87,0,124,100,408,0,0,0,33,0,17,24,8,0,0,1,1
"426",0,69,77,115,90,141,0,0,0,100,31,80,26,4,0,0,0,2
"427",0,69,0,85,100,153,1,0,1,100,0,100,3,8,0,0,1,2
"428",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"429",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"430",0,59,40,99,81,192,1,0,0,57,4,19,26,2,0,0,0,2
"431",0,81,0,117,100,297,0,0,1,100,0,40,5,8,0,0,1,1
"432",0,79,0,95,100,171,0,0,1,100,0,67,6,8,0,0,1,2
"433",0,57,61,92,67,323,2,0,0,63,4,27,15,3,0,0,0,1
"434",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"435",0,65,36,26,95,54,4,0,0,47,29,27,22,6,0,0,0,2
"436",0,68,45,74,97,178,1,0,0,50,0,23,30,6,0,0,1,2
"437",0,80,22,58,100,144,0,0,0,67,0,21,19,8,0,0,1,2
"438",0,79,0,81,100,168,1,0,0,57,0,44,18,8,0,0,1,2
"439",0,84,3,149,100,307,0,0,0,42,0,20,46,8,0,0,1,1
"440",0,63,8,69,73,186,3,0,0,63,13,50,30,2,0,0,0,2
"441",0,86,11,75,100,176,0,0,0,60,0,26,19,8,0,0,1,2
"442",0,54,79,22,83,35,2,0,0,100,6,67,6,6,0,0,0,2
"443",0,83,12,105,100,350,3,0,0,80,0,60,40,8,0,0,1,1
"444",0,84,12,118,95,447,1,0,0,75,14,40,20,6,0,0,0,1
"445",0,68,34,58,100,119,1,0,0,65,0,14,38,8,0,0,1,2
"446",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"447",0,66,0,81,71,145,0,0,0,60,15,36,14,2,0,0,0,2
"448",0,80,25,128,100,270,0,0,0,77,0,38,32,8,0,0,1,1
"449",0,76,43,122,100,261,1,0,0,70,0,44,18,8,0,0,1,1
"450",0,67,2,76,97,183,2,0,0,36,2,16,41,3,0,0,0,2
"451",0,58,81,124,93,227,0,0,0,82,28,14,29,6,0,0,0,1
"452",0,61,65,63,78,118,3,0,0,88,14,41,27,5,0,0,0,2
"453",0,62,25,31,78,80,3,0,0,86,59,22,9,2,0,0,0,2
"454",0,64,36,123,64,258,2,0,0,50,5,9,11,5,0,0,0,1
"455",0,69,47,69,98,119,1,0,0,67,72,72,46,6,0,0,0,2
"456",0,66,28,93,84,470,0,0,0,36,8,20,25,5,0,0,0,1
"457",0,84,14,87,100,264,3,0,0,36,0,35,20,8,0,0,1,1
"458",0,58,11,122,54,214,0,0,0,83,2,62,13,3,0,0,0,1
"459",0,79,0,138,100,138,0,0,1,100,0,100,1,8,0,0,1,2
"460",0,63,28,63,55,227,1,0,0,73,20,20,31,4,0,0,0,1
"461",0,76,93,94,95,179,0,0,0,100,61,64,22,6,0,0,0,2
"462",0,63,67,57,82,285,4,0,0,82,21,35,23,6,0,0,0,1
"463",0,71,44,43,93,0,2,0,0,75,44,53,15,6,1,0,0,2
"464",0,65,56,49,100,115,1,0,0,82,0,30,21,8,0,0,1,2
"465",0,64,52,37,100,179,5,0,0,73,0,40,22,8,0,0,1,2
"466",0,78,20,103,100,233,0,0,0,56,0,38,42,8,0,0,1,1
"467",0,70,23,51,98,108,0,0,0,50,10,65,49,6,0,0,0,2
"468",0,75,33,71,100,151,0,0,0,70,0,15,10,8,0,0,1,2
"469",0,66,67,63,100,167,0,0,0,82,0,55,42,8,0,0,1,2
"470",0,75,46,48,100,129,0,0,0,80,0,61,23,8,0,0,1,2
"471",0,68,75,69,90,207,0,0,0,80,8,33,21,2,0,0,0,1
"472",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"473",0,78,63,112,60,198,0,0,0,80,12,20,11,6,0,0,0,1
"474",0,63,12,51,88,0,3,0,0,56,1,50,16,2,1,0,0,2
"475",0,74,23,101,89,310,0,0,0,71,14,67,9,5,0,0,0,1
"476",0,85,4,96,100,271,1,0,0,25,0,19,26,8,0,0,1,1
"477",0,72,84,43,100,79,3,0,0,80,0,54,13,8,0,0,1,2
"478",0,71,3,125,81,325,0,0,0,86,2,69,16,5,0,0,0,1
"479",0,66,1,70,78,198,2,0,0,39,5,50,40,5,0,0,0,2
"480",0,58,36,146,83,470,0,0,0,75,1,0,6,2,0,0,0,1
"481",0,75,34,36,100,205,1,0,0,67,0,0,7,8,0,0,1,2
"482",0,72,60,60,100,178,3,0,0,89,0,43,48,8,0,0,1,2
"483",0,77,3,144,96,311,0,0,0,17,47,29,44,2,0,0,0,1
"484",0,59,76,73,50,117,0,0,0,80,17,50,8,2,0,0,0,2
"485",0,79,2,92,97,288,2,0,0,32,7,24,37,6,0,0,0,1
"486",0,70,44,102,100,418,1,0,0,77,0,21,19,8,0,0,1,1
"487",0,79,40,122,100,192,3,0,0,75,0,20,5,8,0,0,1,1
"488",0,74,6,102,88,205,1,0,0,63,5,15,41,4,0,0,0,1
"489",0,73,0,43,95,84,0,0,0,50,12,33,21,6,0,0,0,2
"490",0,69,22,40,94,99,0,0,0,100,8,19,17,6,0,0,0,2
"491",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"492",0,72,58,46,100,0,0,0,0,67,0,50,10,8,1,0,1,2
"493",0,69,97,62,92,165,1,0,0,100,75,58,12,6,0,0,0,2
"494",0,69,76,31,100,60,1,0,0,69,0,13,16,8,0,0,1,2
"495",0,84,3,70,96,128,0,0,0,33,25,14,28,6,0,0,0,2
"496",0,79,14,111,100,141,2,0,0,78,0,33,14,8,0,0,1,2
"497",0,70,53,139,97,433,0,0,0,60,79,26,35,6,0,0,0,1
"498",0,63,76,92,85,316,1,0,0,74,31,30,27,6,0,0,0,1
"499",0,68,0,87,75,220,4,0,0,40,36,75,16,2,0,0,0,1
"500",0,71,18,81,87,157,0,0,0,33,7,27,15,6,0,0,0,2
"501",0,63,67,58,91,152,4,0,0,91,71,44,32,6,0,0,0,2
"502",0,71,43,71,92,206,3,0,0,64,35,42,26,6,0,0,0,1
"503",0,59,59,147,89,255,1,0,0,100,1,42,19,2,0,0,0,1
"504",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"505",0,62,3,48,33,86,3,0,0,100,41,67,3,2,0,0,0,2
"506",0,69,63,73,100,146,2,0,0,83,0,29,31,8,0,0,1,2
"507",0,70,19,56,100,212,4,0,0,75,0,36,36,8,0,0,1,1
"508",0,73,28,15,100,39,0,0,0,100,0,33,9,8,0,0,1,2
"509",0,62,50,61,82,146,2,0,0,100,18,55,12,6,0,0,0,2
"510",0,73,0,68,89,89,0,0,0,83,28,28,9,5,0,0,0,2
"511",0,61,31,96,79,173,0,0,0,80,3,21,19,5,0,0,0,2
"512",0,63,15,80,83,262,0,0,0,83,1,4,23,6,0,0,0,1
"513",0,85,10,100,100,288,0,0,0,50,0,24,25,8,0,0,1,1
"514",0,76,13,49,100,132,1,0,0,50,0,40,15,8,0,0,1,2
"515",0,81,4,70,100,216,0,0,0,56,0,22,22,8,0,0,1,1
"516",0,79,24,69,100,192,1,0,0,78,0,28,18,8,0,0,1,2
"517",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"518",0,66,55,65,94,0,2,0,0,100,33,69,0,2,1,0,0,2
"519",0,75,0,61,73,138,0,0,0,50,13,18,11,5,0,0,0,2
"520",0,57,34,136,82,260,1,0,0,50,2,18,11,2,0,0,0,1
"521",0,64,88,78,100,244,6,0,0,86,0,25,44,8,0,0,1,1
"522",0,63,72,28,50,141,0,0,0,100,30,0,10,6,0,0,0,2
"523",0,75,36,45,100,169,0,0,0,53,0,21,29,8,0,0,1,2
"524",0,87,5,71,100,201,2,0,0,40,0,36,19,8,0,0,1,2
"525",0,73,56,57,100,25,0,0,0,75,0,10,11,8,0,0,1,2
"526",0,71,24,60,100,276,1,0,0,57,0,46,13,8,0,0,1,1
"527",0,75,13,139,100,235,0,0,0,57,0,35,44,8,0,0,1,1
"528",0,80,0,90,95,382,0,0,0,23,69,0,21,6,0,0,0,1
"529",0,56,68,46,75,152,0,0,0,92,14,45,20,5,0,0,0,2
"530",0,87,5,104,100,324,0,0,0,14,0,0,16,8,0,0,1,1
"531",0,73,24,45,100,118,1,0,0,71,0,33,24,8,0,0,1,2
"532",0,65,26,61,79,165,1,0,0,91,2,58,22,3,0,0,0,2
"533",0,79,18,96,92,210,2,0,0,58,6,21,24,6,0,0,0,1
"534",0,86,20,98,100,0,0,0,0,38,0,9,0,8,1,0,1,2
"535",0,89,2,62,100,159,0,0,0,33,0,22,9,8,0,0,1,2
"536",0,83,15,132,100,303,2,0,0,75,0,20,15,8,0,0,1,1
"537",0,89,4,122,100,450,1,0,0,75,0,21,19,8,0,0,1,1
"538",0,75,39,42,100,80,1,0,0,50,0,53,15,8,0,0,1,2
"539",0,57,0,68,73,346,0,0,0,67,4,53,26,6,0,0,0,1
"540",0,74,9,98,97,315,2,0,0,50,2,32,31,6,0,0,0,1
"541",0,71,55,75,97,200,3,0,0,67,67,44,36,6,0,0,0,1
"542",0,69,48,76,100,211,1,0,0,29,0,17,41,8,0,0,1,1
"543",0,55,50,86,70,174,0,0,0,57,2,20,10,5,0,0,0,2
"544",0,77,0,72,100,330,0,0,0,43,0,56,16,8,0,0,1,1
"545",0,82,19,95,96,323,1,0,0,80,44,46,28,4,0,0,0,1
"546",0,74,3,53,92,198,2,0,0,43,62,33,12,2,0,0,0,2
"547",0,85,5,147,100,504,1,0,0,75,0,8,12,8,0,0,1,1
"548",0,81,25,128,98,244,4,0,0,90,0,41,56,6,0,0,1,1
"549",0,77,38,90,100,206,0,0,0,67,0,27,20,8,0,0,1,1
"550",0,56,65,54,97,120,1,0,0,69,7,54,36,6,0,0,0,2
"551",0,59,63,74,83,389,2,0,0,68,1,32,47,6,0,0,0,1
"552",0,88,14,103,100,215,0,0,0,67,0,36,14,8,0,0,1,1
"553",0,72,56,58,100,133,1,0,0,100,0,30,20,8,0,0,1,2
"554",0,56,62,61,53,177,1,0,0,88,3,53,17,2,0,0,0,2
"555",0,77,32,31,100,76,2,0,0,100,0,50,8,8,0,0,1,2
"556",0,72,5,106,100,212,0,0,0,56,0,17,18,8,0,0,1,1
"557",0,60,90,47,100,123,1,0,0,70,0,5,20,8,0,0,1,2
"558",0,57,99,57,88,342,0,0,0,100,4,82,17,6,0,0,0,1
"559",0,66,4,44,88,326,2,0,0,42,6,29,31,6,0,0,0,1
"560",0,72,11,63,86,151,1,0,0,33,7,66,44,5,0,0,0,2
"561",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"562",0,20,0,167,100,175,2,1,1,0,0,50,3,8,0,1,1,2
"563",0,73,1,88,92,215,0,0,0,50,23,38,40,6,0,0,0,1
"564",0,65,58,72,79,176,0,0,0,60,10,36,14,3,0,0,0,2
"565",0,66,33,82,96,202,0,0,0,63,0,17,26,6,0,0,0,1
"566",0,78,0,44,100,134,0,0,1,100,0,57,7,8,0,0,1,2
"567",0,70,36,59,86,192,1,0,0,50,2,36,14,5,0,0,0,2
"568",0,86,5,115,94,279,3,0,0,20,59,13,16,6,0,0,0,1
"569",0,61,26,77,86,205,3,0,0,71,3,31,37,6,0,0,0,1
"570",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"571",0,74,1,68,91,155,0,0,0,36,7,26,23,6,0,0,0,2
"572",0,80,5,75,100,232,0,0,0,55,0,38,34,8,0,0,1,1
"573",0,75,20,15,100,80,1,0,0,55,0,17,4,8,0,0,1,2
"574",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"575",0,57,72,197,89,423,0,0,0,80,2,22,9,4,0,0,0,1
"576",0,69,50,94,100,428,4,0,0,46,0,8,23,8,0,0,1,1
"577",0,80,23,136,100,410,1,0,0,44,0,13,23,8,0,0,1,1
"578",0,61,76,77,76,159,2,0,0,91,20,45,33,6,0,0,0,2
"579",0,63,3,27,83,85,0,0,0,100,4,83,7,4,0,0,0,2
"580",0,66,43,89,83,209,1,0,0,94,6,50,30,6,0,0,0,1
"581",0,86,5,79,100,167,0,0,0,67,0,37,27,8,0,0,1,2
"582",0,59,16,85,80,248,0,0,0,64,4,60,40,2,0,0,0,1
"583",0,66,80,40,100,111,3,0,0,88,0,33,9,8,0,0,1,2
"584",0,79,8,66,100,165,3,0,0,86,0,51,30,8,0,0,1,2
"585",0,65,56,84,71,186,2,0,0,75,9,14,7,5,0,0,0,2
"586",0,83,26,95,100,228,1,0,0,27,0,33,51,8,0,0,1,1
"587",0,70,50,41,100,132,3,0,0,50,0,22,23,8,0,0,1,2
"588",0,89,3,96,100,210,0,0,0,56,0,21,24,8,0,0,1,1
"589",0,71,64,31,100,86,2,0,0,75,0,45,22,8,0,0,1,2
"590",0,85,11,105,100,122,4,0,0,75,0,44,28,8,0,0,1,2
"591",0,68,42,104,94,514,0,0,0,80,10,50,16,6,0,0,0,1
"592",0,78,34,71,100,169,0,0,0,55,0,35,34,8,0,0,1,2
"593",0,66,30,95,94,133,4,0,0,100,0,71,17,6,0,0,1,2
"594",0,55,50,114,63,201,0,0,0,100,4,42,24,5,0,0,0,1
"595",0,80,53,87,100,229,0,0,0,38,0,15,13,8,0,0,1,1
"596",0,67,10,97,77,265,3,0,0,67,13,54,13,2,0,0,0,1
"597",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"598",0,71,35,38,96,84,0,0,0,67,28,16,25,6,0,0,0,2
"599",0,92,1,119,100,330,0,0,0,33,0,9,11,8,0,0,1,1
"600",0,71,64,87,100,82,2,0,0,60,0,33,3,8,0,0,1,2
"601",0,61,30,62,97,290,3,0,0,60,2,38,41,6,0,0,0,1
"602",0,64,64,33,100,130,1,0,0,78,0,0,14,8,0,0,1,2
"603",0,74,26,81,93,390,1,0,0,40,7,44,27,2,0,0,0,1
"604",0,66,40,51,100,122,14,0,0,82,0,62,37,8,0,0,1,2
"605",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"606",0,90,2,105,100,381,0,0,0,83,0,82,11,8,0,0,1,1
"607",0,66,58,80,88,255,4,0,0,88,9,69,16,6,0,0,0,1
"608",0,77,12,52,100,143,0,0,0,67,0,33,12,8,0,0,1,2
"609",0,85,0,136,93,327,2,0,0,50,44,47,15,6,0,0,0,1
"610",0,83,20,72,100,139,0,0,0,43,0,22,16,8,0,0,1,2
"611",0,60,82,83,86,236,3,0,0,75,17,30,31,5,0,0,0,1
"612",0,70,35,125,88,243,0,0,0,56,79,18,35,5,0,0,0,1
"613",0,74,38,63,94,167,2,0,0,78,31,41,17,6,0,0,0,2
"614",0,70,31,110,68,275,0,0,0,50,13,55,44,3,0,0,0,1
"615",0,59,74,74,92,282,0,0,0,82,2,32,25,6,0,0,0,1
"616",0,68,30,30,100,75,0,0,0,67,0,17,37,8,0,0,1,2
"617",0,70,41,51,100,187,6,0,0,62,0,61,31,8,0,0,1,2
"618",0,72,0,48,20,435,2,0,1,100,25,100,24,6,0,0,0,1
"619",0,93,1,99,100,305,0,0,0,17,0,11,19,8,0,0,1,1
"620",0,69,74,64,97,127,8,0,0,75,12,28,32,6,0,0,0,2
"621",0,77,14,69,96,161,0,0,0,38,25,4,23,6,0,0,0,2
"622",0,64,68,89,100,192,1,0,0,93,0,17,18,8,0,0,1,2
"623",0,76,40,127,80,258,0,0,0,22,17,20,10,6,0,0,0,1
"624",0,82,20,123,100,274,0,0,0,56,0,9,11,8,0,0,1,1
"625",0,69,0,63,95,194,2,0,0,35,15,29,41,6,0,0,0,2
"626",0,75,31,97,96,258,0,0,0,57,0,13,24,6,0,0,1,1
"627",0,77,36,81,95,189,1,0,0,40,0,11,19,6,0,0,1,2
"628",0,79,28,89,100,186,0,0,0,86,0,46,13,8,0,0,1,2
"629",0,87,4,78,100,158,0,0,0,57,0,27,11,8,0,0,1,2
"630",0,74,44,110,98,378,0,0,0,69,35,57,42,6,0,0,0,1
"631",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"632",0,82,5,31,100,78,1,0,0,60,0,40,10,8,0,0,1,2
"633",0,59,58,119,30,249,0,0,0,100,15,40,10,2,0,0,0,1
"634",0,55,56,63,94,137,1,0,0,73,1,44,34,6,0,0,0,2
"635",0,83,45,207,100,396,2,0,0,40,0,0,7,8,0,0,1,1
"636",0,80,92,211,100,233,0,0,0,50,0,0,4,8,0,0,1,1
"637",0,73,0,104,93,0,1,0,0,50,5,43,0,5,1,0,0,2
"638",0,80,16,82,87,290,0,0,0,78,17,60,15,6,0,0,0,1
"639",0,62,13,79,92,433,2,0,0,100,24,85,39,2,0,0,0,1
"640",0,72,56,57,100,0,0,0,0,80,0,50,0,8,1,0,1,2
"641",0,72,19,138,60,244,0,0,0,60,38,33,2,3,0,0,0,1
"642",0,80,0,43,100,87,1,0,0,50,0,21,14,8,0,0,1,2
"643",0,69,48,54,78,140,1,0,0,86,25,44,16,5,0,0,0,2
"644",0,79,0,59,100,148,0,0,0,22,0,54,35,8,0,0,1,2
"645",0,67,86,61,93,117,1,0,0,67,30,15,27,6,0,0,0,2
"646",0,70,101,47,100,84,1,0,0,100,0,63,8,8,0,0,1,2
"647",0,75,41,111,96,340,1,0,0,58,78,13,23,5,0,0,0,1
"648",0,78,53,60,100,126,0,0,0,80,0,33,15,8,0,0,1,2
"649",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"650",0,76,0,7,100,10,1,0,0,50,0,67,3,8,0,0,1,2
"651",0,56,93,108,69,237,1,0,0,83,1,13,17,6,0,0,0,1
"652",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"653",0,67,66,65,100,166,1,0,0,92,0,36,14,8,0,0,1,2
"654",0,61,57,85,94,185,0,0,0,95,7,26,15,6,0,0,0,2
"655",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"656",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"657",0,76,33,46,100,148,0,0,0,67,0,21,19,8,0,0,1,2
"658",0,83,33,62,100,151,0,0,0,67,0,20,10,8,0,0,1,2
"659",0,79,3,84,94,192,0,0,0,50,7,50,32,6,0,0,0,2
"660",0,88,6,75,100,279,2,0,0,40,0,24,29,8,0,0,1,1
"661",0,72,48,66,100,184,1,0,0,65,0,34,32,8,0,0,1,2
"662",0,88,1,92,100,153,0,0,0,25,0,7,14,8,0,0,1,2
"663",0,73,15,108,97,211,0,0,0,47,8,14,29,6,0,0,0,1
"664",0,61,81,92,89,249,2,0,0,77,19,17,18,6,0,0,0,1
"665",0,60,30,60,100,306,5,0,0,56,0,21,35,8,0,0,1,1
"666",0,65,25,6,100,0,4,0,0,100,0,67,0,8,1,0,1,2
"667",0,72,85,38,100,63,3,0,0,100,0,0,5,8,0,0,1,2
"668",0,92,3,176,100,372,0,0,0,67,0,28,68,8,0,0,1,1
"669",0,57,82,63,84,129,3,0,0,73,23,31,32,6,0,0,0,2
"670",0,72,16,96,93,298,0,0,0,50,22,25,28,6,0,0,0,1
"671",0,88,1,119,100,237,0,0,0,56,0,10,10,8,0,0,1,1
"672",0,66,72,73,93,169,4,0,0,91,76,57,30,6,0,0,0,2
"673",0,56,73,20,100,329,3,0,0,100,0,36,18,8,0,0,1,1
"674",0,56,78,111,94,314,0,0,0,70,3,18,17,6,0,0,0,1
"675",0,59,51,44,95,0,1,0,0,78,28,19,0,6,1,0,0,2
"676",0,86,9,141,100,169,1,0,0,18,0,8,6,8,0,0,1,2
"677",0,89,2,60,100,122,3,0,0,63,0,79,56,7,0,0,1,2
"678",0,89,2,85,100,168,0,0,0,33,0,36,33,8,0,0,1,2
"679",0,74,20,71,100,186,2,0,0,67,0,46,39,8,0,0,1,2
"680",0,88,12,256,100,342,0,0,0,60,0,0,7,8,0,0,1,1
"681",0,87,1,61,100,169,0,0,0,30,0,26,19,8,0,0,1,2
"682",0,69,58,118,72,153,0,0,0,82,34,11,15,5,0,0,0,2
"683",0,75,27,81,95,119,0,0,0,80,6,55,21,6,0,0,0,2
"684",0,72,7,61,96,159,1,0,0,67,5,33,27,6,0,0,0,2
"685",0,56,93,59,80,254,0,0,0,90,5,70,20,5,0,0,0,1
"686",0,74,23,64,100,176,1,0,0,61,0,32,23,8,0,0,1,2
"687",0,75,23,122,82,356,0,0,0,60,8,18,22,5,0,0,0,1
"688",0,86,3,123,96,467,0,0,0,50,17,31,26,6,0,0,0,1
"689",0,81,17,135,67,291,0,0,0,67,77,50,6,6,0,0,0,1
"690",0,79,32,70,100,163,2,0,0,75,0,43,14,8,0,0,1,2
"691",0,58,0,95,67,183,0,0,0,25,3,0,5,2,0,0,0,2
"692",0,77,22,88,98,225,0,0,0,65,23,21,58,6,0,0,0,1
"693",0,81,16,85,100,222,2,0,0,38,0,45,40,8,0,0,1,1
"694",0,63,11,64,65,175,4,0,0,75,3,24,17,5,0,0,0,2
"695",0,60,89,94,81,207,1,0,0,100,3,10,21,4,0,0,0,1
"696",0,72,92,70,100,189,3,0,0,78,0,41,22,8,0,0,1,2
"697",0,76,38,42,100,148,0,0,0,67,0,14,14,8,0,0,1,2
"698",0,75,53,22,100,40,1,0,0,50,0,0,5,8,0,0,1,2
"699",0,73,18,66,100,261,3,0,0,53,0,16,31,8,0,0,1,1
"700",0,71,59,42,100,161,0,0,0,62,0,22,39,8,0,0,1,2
"701",0,64,42,38,83,107,1,0,0,75,41,25,12,2,0,0,0,2
"702",0,76,6,58,96,109,1,0,0,33,30,15,46,6,0,0,0,2
"703",0,67,30,29,94,121,1,0,0,64,30,24,12,2,0,0,0,2
"704",0,62,66,40,79,62,0,0,0,71,9,50,14,4,0,0,0,2
"705",0,58,76,67,82,158,1,0,0,80,4,45,11,6,0,0,0,2
"706",0,65,39,46,100,87,4,0,0,40,0,16,20,8,0,0,1,2
"707",0,77,35,63,100,198,0,0,0,91,0,45,20,8,0,0,1,2
"708",0,66,0,59,83,92,1,0,1,100,25,83,6,6,0,0,0,2
"709",0,74,37,62,100,213,0,0,0,60,0,18,28,8,0,0,1,1
"710",0,68,4,111,71,259,0,0,0,33,9,29,15,3,0,0,0,1
